node_id	name
317	QUINAPRIL
318	QUININE
319	RESERPINE
320	SECOBARBITAL
321	OCTREOTIDE
322	SOTALOL
323	SPIRONOLACTONE
324	STREPTOKINASE
325	STREPTOZOCIN
326	SUCCINYLCHOLINE
327	SUCRALFATE
328	SUFENTANIL
329	SULFASALAZINE
330	TAMOXIFEN
331	TEMAZEPAM
332	TERAZOSIN
333	TERFENADINE
334	THIOPENTAL
335	THIORIDAZINE
336	THIOTHIXENE
337	TOLAZAMIDE
338	TOLBUTAMIDE
339	TRAZODONE
340	TRIAMTERENE
341	TRIAZOLAM
342	VASOPRESSIN
343	VECURONIUM
344	VINBLASTINE
345	VINCRISTINE
346	VITAMIN A
347	VITAMIN E
348	RIBOFLAVIN
349	PYRIDOXINE
350	CYANOCOBALAMIN
351	BIOFLAVONOIDS
352	CALCIUM CARBONATE
353	ASCORBIC ACID
354	POTASSIUM PHOSPHATE-SODIUM PHOSPHATE
355	FLUORIDE
356	SODIUM CHLORIDE
357	CITRIC ACID-POTASSIUM CITRATE
358	SODIUM BICARBONATE
359	MAGNESIUM SULFATE
360	SODIUM ACETATE
361	TROMETHAMINE
362	SODIUM PHOSPHATE
363	AMMONIUM CHLORIDE
364	AMMONIUM MOLYBDATE TETRAHYDRATE
365	SELENIUM
366	IODINE TOPICAL
367	GLUTAMIC ACID
368	LYSINE
369	LEVOCARNITINE
370	INOSITOL
371	OMEGA-3 POLYUNSATURATED FATTY ACIDS
372	FILGRASTIM
373	SARGRAMOSTIM
374	TICLOPIDINE
375	ANISINDIONE
376	ALTEPLASE
377	UROKINASE
378	ANTITHROMBIN III
382	AMINOCAPROIC ACID
384	ESTRONE
385	ESTRADIOL
386	CONJUGATED ESTROGENS
387	ESTERIFIED ESTROGENS
388	ESTROPIPATE
390	PROGESTERONE
391	HYDROXYPROGESTERONE
392	NORETHINDRONE
393	LEVONORGESTREL
394	TESTOSTERONE
396	FINASTERIDE
397	STANOZOLOL
398	OXANDROLONE
399	NANDROLONE
400	CLOMIPHENE
401	UROFOLLITROPIN
402	MENOTROPINS
403	CHORIONIC GONADOTROPIN (HCG)
407	SOMATROPIN
408	ARGININE
409	DESMOPRESSIN
410	OXYTOCIN
411	ERGONOVINE
412	METHYLERGONOVINE
413	DINOPROSTONE TOPICAL
414	METYRAPONE
415	GLUCAGON
416	GLUCOSE
417	CALCITONIN
418	ETIDRONATE
419	PAMIDRONATE
420	GALLIUM NITRATE
421	RITODRINE
422	CORTICOTROPIN
423	COSYNTROPIN
424	FLUDROCORTISONE
425	CORTISONE
426	TRIAMCINOLONE
428	BETAMETHASONE
429	METHAZOLAMIDE
430	BENDROFLUMETHIAZIDE
431	METHYCLOTHIAZIDE
432	BENZTHIAZIDE
434	TRICHLORMETHIAZIDE
435	POLYTHIAZIDE
436	ETHACRYNIC ACID
437	UREA TOPICAL
438	GLYCERIN
439	ISOSORBIDE
440	THYROID DESICCATED
441	LIOTHYRONINE
443	AMYL NITRITE
444	LIDOCAINE TOPICAL
445	BEPRIDIL
446	AMLODIPINE
447	ISOXSUPRINE
448	PAPAVERINE
450	ISOPROTERENOL
451	EPINEPHRINE
452	EPHEDRINE
453	METHOXAMINE
454	PHENYLEPHRINE
455	CARTEOLOL
456	BISOPROLOL
457	GUANFACINE
458	DOXAZOSIN
459	RAMIPRIL
460	BENAZEPRIL
461	LISINOPRIL
462	PHENTOLAMINE
463	PHENOXYBENZAMINE
464	METYROSINE
465	MECAMYLAMINE
466	SODIUM POLYSTYRENE SULFONATE
467	COLESTIPOL
468	SIMVASTATIN
470	ALBUTEROL
471	METAPROTERENOL
472	TERBUTALINE
473	PIRBUTEROL
474	AMINOPHYLLINE
475	DYPHYLLINE
476	BECLOMETHASONE
477	FLUNISOLIDE
478	ACETYLCYSTEINE
479	CROMOLYN OPHTHALMIC
480	PHENYLPROPANOLAMINE
481	PSEUDOEPHEDRINE
482	NAPHAZOLINE OPHTHALMIC
483	OXYMETAZOLINE NASAL
484	TETRAHYDROZOLINE OPHTHALMIC
486	ALPHA 1-PROTEINASE INHIBITOR
487	CLEMASTINE
488	PYRILAMINE
489	DEXCHLORPHENIRAMINE
490	BROMPHENIRAMINE
491	TRIPROLIDINE
492	PROMETHAZINE
493	TRIMEPRAZINE
494	METHDILAZINE
495	CYPROHEPTADINE
496	AZATADINE
497	PHENINDAMINE
498	BENZONATATE
499	GUAIFENESIN
500	POTASSIUM IODIDE
501	CAFFEINE
502	DOXAPRAM
503	AMPHETAMINE
504	DEXTROAMPHETAMINE
505	METHAMPHETAMINE
506	PHENTERMINE
507	BENZPHETAMINE
508	PHENDIMETRAZINE
509	DIETHYLPROPION
510	MAZINDOL
511	FENFLURAMINE
512	BENZOCAINE TOPICAL
513	METHOTRIMEPRAZINE
514	HYDROXYCHLOROQUINE
515	OPIUM
516	LEVORPHANOL
517	OXYMORPHONE
518	BUTORPHANOL
519	NALBUPHINE
520	BUPRENORPHINE
521	SALSALATE
522	MAGNESIUM SALICYLATE
523	DICLOFENAC
524	ETODOLAC
525	OXAPROZIN
526	PERPHENAZINE
527	THIETHYLPERAZINE
528	CYCLIZINE
529	MECLIZINE
530	DIMENHYDRINATE
531	TRIMETHOBENZAMIDE
532	DRONABINOL
533	ONDANSETRON
534	TRIMIPRAMINE
535	AMOXAPINE
536	PROTRIPTYLINE
537	CLOMIPRAMINE
538	MAPROTILINE
539	SERTRALINE
540	ISOCARBOXAZID
541	PHENELZINE
542	TRANYLCYPROMINE
543	MESORIDAZINE
544	TRIFLUOPERAZINE
545	MOLINDONE
546	LOXAPINE
547	PIMOZIDE
548	METHYLPHENIDATE
549	PEMOLINE
550	ERGOLOID MESYLATES
551	HYDROXYZINE
552	CHLORMEZANONE
553	ZOLPIDEM
554	PARALDEHYDE
555	ACETYLCARBROMAL
556	ESTAZOLAM
557	QUAZEPAM
558	MEPHOBARBITAL
559	BUTABARBITAL
560	METHOHEXITAL
561	ETOMIDATE
562	PROPOFOL
563	NITROUS OXIDE
564	ETHOTOIN
565	PHENSUXIMIDE
567	CARISOPRODOL
568	CHLORZOXAZONE
569	CYCLOBENZAPRINE
570	METAXALONE
571	METHOCARBAMOL
572	ORPHENADRINE
573	BACLOFEN
574	DANTROLENE
575	PROCYCLIDINE
576	TRIHEXYPHENIDYL
577	BIPERIDEN
578	SELEGILINE
579	PERGOLIDE
580	ALUMINUM HYDROXIDE
581	DIHYDROXYALUMINUM SODIUM CARBONATE
582	MAGNESIUM HYDROXIDE
583	MAGALDRATE
584	HYOSCYAMINE
585	SCOPOLAMINE
586	BELLADONNA
587	METHSCOPOLAMINE
588	CLIDINIUM
589	GLYCOPYRROLATE
590	DICYCLOMINE
591	PANCRELIPASE
593	URSODIOL
594	MAGNESIUM CITRATE
596	CASCARA SAGRADA
597	PHENOLPHTHALEIN
598	SENNA
599	CASTOR OIL
600	BISACODYL
601	POLYCARBOPHIL
602	PSYLLIUM
603	MINERAL OIL
604	DOCUSATE
605	POLYETHYLENE GLYCOL 3350 WITH ELECTROLYTES
606	LACTULOSE
607	LOPERAMIDE
608	BISMUTH SUBSALICYLATE
609	SIMETHICONE
610	CHARCOAL
611	DEHYDROCHOLIC ACID
612	MESALAMINE
613	OLSALAZINE
614	DEMECLOCYCLINE
615	OXYTETRACYCLINE
616	SULFAMETHIZOLE
617	RIFABUTIN
618	ETHIONAMIDE
619	CYCLOSERINE
620	PAROMOMYCIN
623	COLISTIMETHATE
624	BACITRACIN
625	ATOVAQUONE
626	CLOFAZIMINE
627	PYRANTEL
628	PIPERAZINE
629	METHYLENE BLUE
630	CINOXACIN
631	IMMUNE GLOBULIN INTRAVENOUS
632	IMMUNE GLOBULIN INTRAMUSCULAR
633	HEPATITIS B IMMUNE GLOBULIN
634	VARICELLA ZOSTER IMMUNE GLOBULIN
635	RHO (D) IMMUNE GLOBULIN
636	LYMPHOCYTE IMMUNE GLOBULIN, ANTI-THY (OBS)
637	DIPHTHERIA ANTITOXIN
638	ANTIVENIN (CROTALIDAE) POLYVALENT
640	RABIES VACCINE (OBSOLETE)
641	RABIES IMMUNE GLOBULIN, HUMAN
642	BCG
643	STAPHAGE LYSATE (SPL)
644	MENINGOCOCCAL POLYSACCHARIDE VACCINE
645	TYPHOID VACCINE, INACTIVATED
646	HAEMOPHILUS B CONJUGATE VACCINE (OBSOLETE)
647	MEASLES VIRUS VACCINE
648	RUBELLA VIRUS VACCINE
649	MUMPS VIRUS VACCINE
650	POLIOVIRUS VACCINE, LIVE, TRIVALENT
651	POLIOVIRUS VACCINE, INACTIVATED
652	INFLUENZA VIRUS VACCINE, INACTIVATED
653	YELLOW FEVER VACCINE
654	HEPATITIS B VACCINE (OBSOLETE)
655	TETANUS TOXOID
656	TUBERCULIN PURIFIED PROTEIN DERIVATIVE
657	DIPIVEFRIN OPHTHALMIC
658	LEVOBUNOLOL OPHTHALMIC
659	ACETYLCHOLINE OPHTHALMIC
660	PILOCARPINE OPHTHALMIC
662	HOMATROPINE OPHTHALMIC
663	TROPICAMIDE OPHTHALMIC
664	CYCLOPENTOLATE OPHTHALMIC
666	SULFACETAMIDE SODIUM OPHTHALMIC
667	YELLOW MERCURIC OXIDE OPHTHALMIC
668	TRIFLURIDINE OPHTHALMIC
669	TETRACAINE
670	PROPARACAINE OPHTHALMIC
671	FLUORESCEIN OPHTHALMIC
673	BORIC ACID TOPICAL
674	HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC
675	BOTULINUM TOXIN TYPE A (OBSOLETE)
676	CHLORHEXIDINE TOPICAL
677	CARBAMIDE PEROXIDE TOPICAL
678	NYSTATIN
679	BUTOCONAZOLE TOPICAL
680	TIOCONAZOLE TOPICAL
681	CLOTRIMAZOLE
682	TERCONAZOLE TOPICAL
683	GENTIAN VIOLET TOPICAL
684	SULFANILAMIDE TOPICAL
685	CLINDAMYCIN TOPICAL
686	NONOXYNOL 9 TOPICAL
688	TRETINOIN TOPICAL
689	ISOTRETINOIN
690	BENZOYL PEROXIDE TOPICAL
691	ANTHRALIN TOPICAL
692	NITROFURAZONE TOPICAL
693	MAFENIDE TOPICAL
694	SILVER SULFADIAZINE TOPICAL
695	PYRITHIONE ZINC TOPICAL
696	SULFACETAMIDE SODIUM TOPICAL
697	CHLOROXINE TOPICAL
698	MUPIROCIN TOPICAL
699	ECONAZOLE TOPICAL
700	CICLOPIROX TOPICAL
701	TRIACETIN TOPICAL
702	TOLNAFTATE TOPICAL
704	NAFTIFINE TOPICAL
705	LINDANE TOPICAL
706	PERMETHRIN TOPICAL
707	CROTAMITON TOPICAL
708	ALCLOMETASONE TOPICAL
709	CLOBETASOL TOPICAL
710	CLOCORTOLONE TOPICAL
711	DESONIDE TOPICAL
712	DESOXIMETASONE TOPICAL
713	DIFLORASONE TOPICAL
714	FLUOCINOLONE TOPICAL
715	FLUOCINONIDE TOPICAL
716	FLURANDRENOLIDE TOPICAL
717	FLUTICASONE
719	MOMETASONE TOPICAL
721	BUTAMBEN TOPICAL
722	PRAMOXINE TOPICAL
723	DYCLONINE TOPICAL
724	COCAINE TOPICAL
725	SALICYLIC ACID TOPICAL
727	PODOFILOX TOPICAL
728	TRICHLOROACETIC ACID TOPICAL
729	SUTILAINS TOPICAL
730	COLLAGENASE TOPICAL
731	MASOPROCOL TOPICAL
732	HYDROQUINONE TOPICAL
733	FORMALDEHYDE TOPICAL
734	CAPSAICIN TOPICAL
735	ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL
737	ARNICA TOPICAL
738	HEXACHLOROPHENE TOPICAL
739	BENZALKONIUM CHLORIDE TOPICAL
740	SODIUM HYPOCHLORITE TOPICAL
742	MECHLORETHAMINE
743	LOMUSTINE
744	CARMUSTINE
745	FLOXURIDINE
746	THIOGUANINE
747	FLUDARABINE
748	MEGESTROL
749	ESTRAMUSTINE
750	LEUPROLIDE
751	GOSERELIN
752	PENTOSTATIN
753	PLICAMYCIN
754	INTERFERON ALFA-2A
755	INTERFERON ALFA-2B
757	HYDROXYUREA
758	ALDESLEUKIN
759	PACLITAXEL
760	MITOTANE
761	ASPARAGINASE ESCHERICHIA COLI
762	ETHANOLAMINE OLEATE
765	BETA-CAROTENE
766	YOHIMBINE
767	ALPROSTADIL
768	DISULFIRAM
769	HYALURONIDASE
770	PROCAINE
772	PRILOCAINE
773	MEPIVACAINE
775	SODIUM THIOSULFATE
776	NALTREXONE
777	FLUMAZENIL
779	DIGOXIN IMMUNE FAB
780	MESNA
781	IPECAC
782	TRIENTINE
786	POTASSIUM CITRATE
787	POTASSIUM ACID PHOSPHATE
788	FLAVOXATE
789	BETHANECHOL
790	DIMETHYL SULFOXIDE
793	IOPANOIC ACID
794	BARIUM SULFATE
795	GADOPENTETATE DIMEGLUMINE
797	IOHEXOL
798	IOPAMIDOL
799	IOVERSOL
801	DIATRIZOATE
802	IOTHALAMATE
803	ETHIODIZED OIL
804	ISOSULFAN BLUE
805	PHOSPHORATED CARBOHYDRATE SOLUTION
806	DESFLURANE
807	PLASMA PROTEIN FRACTION
808	ALBUMIN HUMAN
809	HETASTARCH
811	CLADRIBINE
813	DIPHTHERIA/PERTUSSIS, WHOLE CELL/TETANUS
814	MEASLES-RUBELLA VIRUS VACCINE
815	MEASLES/MUMPS/RUBELLA VIRUS VACCINE
817	NORGESTREL
818	ENOXAPARIN
819	LORATADINE
820	INTERFERON BETA-1B
821	HYDROCHLOROTHIAZIDE-TRIAMTERENE
822	AMYLASE
823	ATTAPULGITE
824	BENZOIC ACID
825	BUTALBITAL
826	CASANTHRANOL
827	CITRIC ACID
828	DICHLORALPHENAZONE
829	HYDROCODONE
830	ISOMETHEPTENE MUCATE
832	PHENIRAMINE
834	SALICYLAMIDE
835	SODIUM BENZOATE
837	SODIUM CITRATE
839	DIPHTH/PERTUSSIS, ACEL/TETANUS (OBSOLETE)
840	NEDOCROMIL
842	DEXTRAN, HIGH MOLECULAR WEIGHT
843	BISMUTH SUBGALLATE
846	CALCITRIOL
847	ERGOCALCIFEROL
848	CHOLECALCIFEROL
849	THIAMINE
850	HYDROXOCOBALAMIN
851	PHYTONADIONE
852	VITAMIN A & D TOPICAL
853	CALCIUM-VITAMIN D
854	MULTIVITAMIN
855	MULTIVITAMIN WITH IRON
856	MULTIVITAMIN WITH FLUORIDE
857	MULTIVITAMIN WITH MINERALS
858	MULTIVITAMIN, PRENATAL
859	TRIFLUPROMAZINE
860	DOXYLAMINE
861	PAROXETINE
862	RIMANTADINE
863	CHOLINE
864	SUMATRIPTAN
865	ALCOHOL (ETHANOL)
866	PIPERACILLIN-TAZOBACTAM
867	CISAPRIDE
868	DIHYDROCODEINE
870	FELBAMATE
871	GRANISETRON
872	DORNASE ALFA
873	TACRINE
874	RISPERIDONE
875	VENLAFAXINE
876	GABAPENTIN
877	FLUVASTATIN
878	LEVOMETHADYL ACETATE
879	TORSEMIDE
880	OXICONAZOLE TOPICAL
881	TERBINAFINE TOPICAL
882	ZINC OXIDE TOPICAL
883	AMILORIDE-HYDROCHLOROTHIAZIDE
884	MICONAZOLE TOPICAL
885	GENTAMICIN TOPICAL
886	BETAMETHASONE TOPICAL
887	ERYTHROMYCIN TOPICAL
888	ACYCLOVIR TOPICAL
889	KETOCONAZOLE TOPICAL
890	MINOXIDIL TOPICAL
891	FLUOROURACIL TOPICAL
892	HYDROCORTISONE TOPICAL
893	TRIAMCINOLONE TOPICAL
894	AMPHOTERICIN B TOPICAL
895	METRONIDAZOLE TOPICAL
896	SELENIUM SULFIDE TOPICAL
897	CIPROFLOXACIN OPHTHALMIC
898	ATROPINE OPHTHALMIC
899	DICLOFENAC OPHTHALMIC
900	KETOROLAC OPHTHALMIC
901	PREDNISOLONE OPHTHALMIC
902	TOBRAMYCIN OPHTHALMIC
903	NEOMYCIN TOPICAL
904	SALIVA SUBSTITUTES
905	FLUOROMETHOLONE OPHTHALMIC
907	LEVOCABASTINE OPHTHALMIC
908	TRIPLE SULFA TOPICAL
909	VITAMINS A, D, AND E TOPICAL
910	VITAMIN E TOPICAL
911	ETHINYL ESTRADIOL-NORETHINDRONE
913	ETHINYL ESTRADIOL-NORGESTREL
914	ETHINYL ESTRADIOL-LEVONORGESTREL
915	ESTERIFIED ESTROGENS-METHYLTESTOSTERONE
916	HYDROCHLOROTHIAZIDE-SPIRONOLACTONE
918	BENDROFLUMETHIAZIDE-RAUWOLFIA SERPENTINA
919	HYDRALAZINE/HYDROCHLOROTHIAZIDE/RESERPINE
920	HYDRALAZINE-HYDROCHLOROTHIAZIDE
921	ATENOLOL-CHLORTHALIDONE
922	BENDROFLUMETHIAZIDE-NADOLOL
923	HYDROCHLOROTHIAZIDE-TIMOLOL
924	HYDROCHLOROTHIAZIDE-PROPRANOLOL
925	HYDROCHLOROTHIAZIDE-METHYLDOPA
926	HYDROCHLOROTHIAZIDE-METOPROLOL
927	BENAZEPRIL-HYDROCHLOROTHIAZIDE
928	HYDROCHLOROTHIAZIDE-LISINOPRIL
929	CHLORTHALIDONE-CLONIDINE
930	PHENIRAMINE-PHENYLEPHRINE NASAL
931	GUAIFENESIN-THEOPHYLLINE
933	DYPHYLLINE-GUAIFENESIN
936	EPHEDRINE/HYDROXYZINE/THEOPHYLLINE
937	ACETAMINOPHEN-PSEUDOEPHEDRINE
938	IBUPROFEN-PSEUDOEPHEDRINE
939	APAP/ASA/PPA
940	ACETAMINOPHEN-CHLORPHENIRAMINE
941	ACETAMINOPHEN-PHENYLTOLOXAMINE
942	CHLORPHENIRAMINE-PSEUDOEPHEDRINE
943	CHLORPHENIRAMINE-PHENYLPROPANOLAMINE
944	CHLORPHENIRAMINE-PHENYLEPHRINE
945	BROMPHENIRAMINE-PSEUDOEPHEDRINE
946	BROMPHENIRAMINE-PHENYLPROPANOLAMINE
947	CLEMASTINE-PHENYLPROPANOLAMINE
948	CHLORPHENIRAMINE/PE/PHENYLTOLOXAMINE
949	CHLORPHENIRAMINE/PHENINDAMINE/PPA
951	CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE
952	BROMPHENIRAMINE-PHENYLEPHRINE
953	DIPHENHYDRAMINE-PSEUDOEPHEDRINE
954	CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE
955	PSEUDOEPHEDRINE-TRIPROLIDINE
956	PHENYLEPHRINE-PROMETHAZINE
957	PHENIRAMINE/PPA/PYRILAMINE
958	APAP/CHLORPHENIRAMINE/PHENYLPROPANOLAMINE
959	APAP/CHLORPHENIRAMINE/PSEUDOEPHEDRINE
961	ASA/CHLORPHENIRAMINE/PHENYLPROPANOLAMINE
962	ASA/DIPHENHYDRAMINE/PPA
963	APAP/PSEUDOEPHEDRINE/TRIPROLIDINE
964	APAP/CHLORPHENIRAMINE/PHENYLEPHRINE
965	APAP/CPM/PHENYLEPHRINE/PPA/PYRILAMINE
966	CHLORPHENIRAMINE/METHSCOPOLAMINE/PE
967	HOMATROPINE-HYDROCODONE
968	CODEINE-PSEUDOEPHEDRINE
969	APAP/DEXTROMETHORPHAN/PSEUDOEPHEDRINE
970	APAP/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSE
971	APAP/DEXTROMETHORPHAN/DOXYLAMINE/PSE
972	ASA/BROMPHENIRAMINE/DEXTROMETHORPHAN/PPA
973	HYDROCODONE-PSEUDOEPHEDRINE
974	HYDROCODONE-PHENYLPROPANOLAMINE
975	DEXTROMETHORPHAN-PSEUDOEPHEDRINE
976	DEXTROMETHORPHAN-PHENYLPROPANOLAMINE
977	CHLORPHENIRAMINE-HYDROCODONE
978	CODEINE-PROMETHAZINE
979	CHLORPHENIRAMINE-DEXTROMETHORPHAN
980	DEXTROMETHORPHAN-PROMETHAZINE
981	CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE
983	CODEINE/PHENYLEPHRINE/PROMETHAZINE
984	HYDROCODONE/PHENYLEPHRINE/PYRILAMINE
985	BROMPHENIRAMINE/DEXTROMETHORPHAN/PSE
986	CHLORPHENIRAMINE/DEXTROMETHORP/PHENYLEPHRINE
987	CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSE
988	DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE
